_c0,loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,enrollment_type,cancellation_year,cancellation_month,salary_group
11795,154480,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,102385.0,Single,Star,Standard,,,High
11963,544690,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,100822.0,Married,Star,Standard,,,High
12053,820265,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,58651.0,Married,Star,Standard,,,Medium
12322,824133,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,67821.0,Single,Star,Standard,,,Medium
12496,579015,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,80697.0,Married,Star,Standard,,,High
12658,806850,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,81253.0,Married,Star,2018 Promotion,,,High
12697,182184,Canada,Alberta,Calgary,T3E 2V9,Female,Doctor,157933.0,Single,Star,Standard,,,High
12883,269960,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,77282.0,Married,Star,Standard,,,High
12896,973951,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,52655.0,Divorced,Star,Standard,,,Medium
13141,603531,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,66902.0,Married,Star,Standard,,,Medium
13377,203517,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,73314.0,Divorced,Star,Standard,,,High
14039,338808,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,96116.0,Divorced,Star,Standard,,,High
14106,712605,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,83782.0,Married,Star,Standard,,,High
14294,159688,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,68887.0,Married,Star,Standard,,,Medium
14705,511922,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,98548.0,Married,Star,Standard,,,High
14830,559723,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,77488.0,Married,Star,Standard,,,High
15349,677292,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,57033.0,Married,Star,Standard,2016.0,,Medium
15633,440198,Canada,Quebec,Quebec City,G1B 3L5,Female,Master,75548.0,Divorced,Star,Standard,,,High
15644,679311,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Master,102782.0,Divorced,Star,Standard,,,High
16135,287254,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,61518.0,Married,Star,Standard,,,Medium
16451,145323,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,104527.0,Single,Star,Standard,,,High
16469,849616,Canada,British Columbia,Vancouver,V1E 4R6,Male,Master,113785.0,Married,Star,Standard,,,High
16492,713094,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,87782.0,Married,Star,Standard,,,High
16547,815796,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,89572.0,Married,Star,Standard,,,High
16613,537907,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,57734.0,Single,Star,Standard,,,Medium
16715,427177,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,65997.0,Divorced,Star,Standard,,,Medium
199,383108,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,64497.0,Married,Star,Standard,,,Medium
1296,451819,Canada,British Columbia,Victoria,V10 6T5,Male,Doctor,207468.0,Married,Aurora,Standard,,,High
2011,736646,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,64680.0,Married,Aurora,Standard,,,Medium
2047,961264,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,93285.0,Married,Aurora,2018 Promotion,,,High
2612,261957,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,50955.0,Married,Aurora,Standard,,,Medium
2712,815541,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,80153.0,Married,Aurora,Standard,,,High
2986,853540,Canada,Yukon,Whitehorse,Y2K 6R0,Female,High School or Below,69957.0,Single,Aurora,Standard,,,Medium
3246,875819,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,77739.0,Single,Nova,2018 Promotion,,,High
3465,721366,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,56388.0,Divorced,Nova,2018 Promotion,,,Medium
3595,384409,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Doctor,109056.0,Married,Aurora,Standard,,,High
4408,712521,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,78245.0,Divorced,Nova,Standard,,,High
4586,744567,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,87289.0,Married,Nova,Standard,,,High
4686,515023,Canada,Ontario,Toronto,P1W 1K4,Male,High School or Below,72183.0,Single,Nova,Standard,,,High
4756,624704,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,47715.0,Divorced,Nova,Standard,,,Low
5160,375890,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,51579.0,Married,Nova,Standard,,,Medium
5516,751990,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,50879.0,Single,Nova,Standard,,,Medium
5677,604870,Canada,Ontario,Toronto,M2P 4F6,Male,Doctor,74238.0,Married,Nova,Standard,,,High
5859,610573,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,69159.0,Married,Nova,Standard,,,Medium
6203,643362,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,54227.0,Married,Nova,Standard,2017.0,,Medium
6204,936547,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,56741.0,Single,Nova,Standard,,,Medium
6244,833801,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,71134.0,Married,Nova,Standard,,,High
6583,468220,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,93684.0,Married,Nova,Standard,,,High
6907,326280,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,104897.0,Single,Nova,Standard,,,High
6943,279654,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,74158.0,Married,Nova,Standard,,,High
6974,937250,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,54825.0,Married,Nova,Standard,,,Medium
8062,684934,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,98675.0,Divorced,Nova,Standard,,,High
8291,575434,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,55312.0,Divorced,Nova,Standard,,,Medium
8548,610432,Canada,Ontario,Toronto,P5S 6R4,Male,Doctor,179300.0,Married,Nova,Standard,,,High
9370,122173,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,82761.0,Married,Nova,Standard,,,High
9519,412880,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,84346.0,Married,Nova,Standard,,,High
11253,682064,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,70705.0,Married,Star,Standard,,,High
11531,262099,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,70559.0,Married,Star,Standard,,,High
11799,492695,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,81177.0,Married,Star,2018 Promotion,,,High
11809,515718,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,64975.0,Married,Star,Standard,,,Medium
11844,490563,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,68546.0,Single,Star,Standard,,,Medium
11886,162456,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,72157.0,Divorced,Star,Standard,,,High
12012,615385,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,94259.0,Divorced,Star,Standard,2017.0,,High
12392,779184,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,86885.0,Married,Star,Standard,,,High
12669,939289,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,75108.0,Married,Star,Standard,2017.0,,High
12822,830071,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,85338.0,Divorced,Star,Standard,,,High
13126,950915,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,60759.0,Divorced,Star,Standard,,,Medium
13143,368523,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,99801.0,Married,Star,Standard,,,High
14113,361680,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,63795.0,Single,Star,Standard,2014.0,,Medium
15090,952582,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,52907.0,Divorced,Star,2018 Promotion,,,Medium
15115,779171,Canada,Ontario,Ottawa,K1F 2R2,Female,Doctor,283437.0,Divorced,Star,Standard,,,High
15134,299769,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,53926.0,Married,Star,Standard,,,Medium
15273,193564,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,104968.0,Married,Star,Standard,,,High
15502,647684,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Master,125880.0,Divorced,Star,Standard,,,High
15586,974265,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,54220.0,Married,Star,2018 Promotion,,,Medium
15674,725795,Canada,Ontario,Toronto,P5S 6R4,Female,High School or Below,75820.0,Divorced,Star,Standard,,,High
15738,349470,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,93768.0,Married,Star,2018 Promotion,,,High
16042,359011,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,60458.0,Married,Star,Standard,,,Medium
16133,125393,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,47021.0,Single,Star,Standard,,,Low
237,816881,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,56411.0,Married,Star,Standard,,,Medium
701,544569,Canada,Quebec,Tremblant,H5Y 2S9,Male,Doctor,100482.0,Married,Star,Standard,,,High
748,485397,Canada,Newfoundland,St. John's,A1C 6H9,Male,High School or Below,64090.0,Married,Aurora,Standard,,,Medium
878,400702,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,101736.0,Single,Aurora,Standard,,,High
982,246775,Canada,Ontario,Toronto,P1J 8T7,Female,High School or Below,42956.0,Married,Aurora,Standard,,,Low
1425,947367,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,97030.0,Divorced,Aurora,Standard,,,High
1467,667692,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,92867.0,Married,Aurora,Standard,,,High
1527,696090,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,103202.0,Married,Aurora,Standard,,,High
1966,110065,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,82365.0,Single,Aurora,2018 Promotion,,,High
2121,762681,Canada,Quebec,Montreal,H2Y 4R4,Male,Doctor,295545.0,Married,Aurora,Standard,,,High
2328,828353,Canada,Ontario,London,M5B 3E4,Male,Doctor,74504.0,Divorced,Aurora,Standard,,,High
2432,799630,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,95864.0,Divorced,Aurora,Standard,,,High
2870,116016,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,56700.0,Married,Aurora,Standard,,,Medium
3106,540109,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,89302.0,Divorced,Aurora,Standard,,,High
3124,438698,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,75786.0,Married,Aurora,Standard,,,High
3224,700958,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,80309.0,Single,Aurora,Standard,2014.0,,High
3243,290250,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,15609.0,Divorced,Nova,2018 Promotion,2018.0,,Low
3470,600712,Canada,British Columbia,Vancouver,V1E 4R6,Female,Doctor,65018.0,Married,Aurora,Standard,,,Medium
3532,929871,Canada,Ontario,London,M5B 3E4,Male,Bachelor,96431.0,Married,Aurora,Standard,,,High
3593,886876,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,92849.0,Single,Aurora,Standard,,,High
3725,115705,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,71498.0,Married,Aurora,Standard,,,High
3783,842835,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,48521.0,Divorced,Aurora,Standard,2016.0,,Low
4131,923959,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,67018.0,Single,Aurora,Standard,,,Medium
4220,860684,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,56667.0,Married,Nova,Standard,,,Medium
4274,302134,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,60201.0,Single,Nova,Standard,,,Medium
4568,478700,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,69681.0,Divorced,Nova,Standard,,,Medium
5502,890702,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,101436.0,Married,Nova,Standard,,,High
6064,746863,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,71458.0,Married,Nova,Standard,,,High
6086,442018,Canada,Quebec,Montreal,H2T 9K8,Male,High School or Below,45229.0,Single,Nova,Standard,,,Low
6178,269154,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,103607.0,Married,Nova,Standard,,,High
6290,824360,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,73360.0,Married,Nova,Standard,,,High
6321,243153,Canada,Ontario,London,M5B 3E4,Male,Bachelor,81585.0,Married,Nova,Standard,2015.0,,High
6453,792695,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,102982.0,Married,Nova,Standard,,,High
6717,924634,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,High School or Below,65565.0,Married,Nova,Standard,,,Medium
6953,767907,Canada,Ontario,London,M5B 3E4,Female,Bachelor,97030.0,Divorced,Nova,Standard,,,High
7102,128950,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,68157.0,Single,Nova,Standard,,,Medium
7341,567261,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,83369.0,Married,Nova,Standard,,,High
7555,592485,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,61804.0,Married,Nova,Standard,,,Medium
8152,532759,Canada,British Columbia,Vancouver,V1E 4R6,Female,Doctor,186861.0,Married,Nova,Standard,,,High
8227,200802,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,59537.0,Married,Nova,Standard,,,Medium
8492,562501,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,72549.0,Single,Nova,Standard,,,High
8584,943211,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,102352.0,Divorced,Nova,Standard,,,High
8748,841674,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,33449.0,Divorced,Nova,2018 Promotion,2018.0,,Low
8816,300836,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,72656.0,Divorced,Nova,Standard,,,High
8820,947906,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,60352.0,Married,Nova,Standard,,,Medium
9082,407999,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,102449.0,Married,Nova,Standard,,11.0,High
9766,328602,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,48166.0,Single,Nova,Standard,2014.0,,Low
10311,781227,Canada,Ontario,Ottawa,K1F 2R2,Male,Doctor,198691.0,Divorced,Star,Standard,,,High
11151,469781,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,66226.0,Married,Star,Standard,,,Medium
11604,489391,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,78616.0,Married,Star,2018 Promotion,,,High
11707,584458,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,61912.0,Single,Star,Standard,,,Medium
12260,856654,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,80036.0,Married,Star,Standard,,,High
13029,919668,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,58637.0,Married,Star,Standard,,,Medium
13205,374107,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,56479.0,Married,Star,Standard,,,Medium
13267,724510,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,50870.0,Single,Star,Standard,,,Medium
13404,662209,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,56179.0,Married,Star,Standard,,,Medium
13492,934271,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,55144.0,Married,Star,Standard,,,Medium
13907,297568,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,86718.0,Single,Star,Standard,,,High
14174,621876,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,61670.0,Married,Star,Standard,,,Medium
14279,609971,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,98314.0,Married,Star,Standard,,,High
14804,847609,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,59149.0,Married,Star,Standard,,,Medium
15432,429292,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,49698.0,Married,Star,Standard,,,Low
15709,173798,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,86762.0,Married,Star,Standard,,,High
15740,709279,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,64487.0,Married,Star,Standard,,,Medium
15871,481931,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,89306.0,Married,Star,Standard,,,High
16294,295078,Canada,Ontario,Toronto,M1R 4K3,Female,High School or Below,63837.0,Divorced,Star,Standard,,,Medium
16409,109478,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,84346.0,Married,Star,Standard,,,High
16618,739227,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,55327.0,Single,Star,Standard,,,Medium
47,823048,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,80697.0,Married,Star,Standard,,,High
353,655743,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,60806.0,Single,Star,Standard,,,Medium
448,781463,Canada,Ontario,Toronto,M8Y 4K8,Female,Master,123828.0,Married,Star,Standard,,,High
569,230311,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,54123.0,Married,Star,Standard,,,Medium
829,908006,Canada,Quebec,Quebec City,G1B 3L5,Male,Doctor,179094.0,Divorced,Star,2018 Promotion,,,High
1040,628169,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,53785.0,Married,Aurora,Standard,,,Medium
1183,604116,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,97878.0,Married,Star,2018 Promotion,,,High
1890,677963,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,256041.0,Married,Aurora,Standard,,,High
2005,990122,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,69142.0,Single,Aurora,Standard,2016.0,,Medium
2126,480872,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,104116.0,Single,Nova,2018 Promotion,,,High
2498,909238,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,57762.0,Married,Nova,2018 Promotion,,,Medium
2666,168385,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,51430.0,Married,Aurora,Standard,,,Medium
2915,555947,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,80440.0,Married,Aurora,Standard,,,High
3352,973846,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,47116.0,Single,Nova,2018 Promotion,,,Low
3608,356613,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,61594.0,Married,Aurora,Standard,,,Medium
3763,793384,Canada,Quebec,Montreal,H2Y 4R4,Female,Doctor,100190.0,Married,Aurora,Standard,,,High
4062,171350,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,88921.0,Married,Aurora,Standard,,,High
4185,156138,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,95414.0,Single,Nova,Standard,,,High
4212,614373,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,99444.0,Married,Nova,Standard,,,High
4253,849884,Canada,Ontario,London,M5B 3E4,Male,High School or Below,68352.0,Married,Nova,Standard,,,Medium
4297,766401,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,71076.0,Married,Star,2018 Promotion,,,High
4372,273070,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,65099.0,Divorced,Nova,Standard,,,Medium
4393,868719,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,63952.0,Married,Nova,Standard,,,Medium
4454,315736,Canada,Ontario,Toronto,P1L 8X8,Female,Master,112860.0,Divorced,Nova,Standard,,,High
4628,600651,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,61836.0,Married,Nova,Standard,,,Medium
4741,737949,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,62108.0,Married,Nova,Standard,,,Medium
5241,359360,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Master,118530.0,Single,Nova,Standard,,,High
5940,310252,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,82460.0,Married,Nova,Standard,,,High
6017,622953,Canada,Quebec,Hull,J8Y 3Z5,Female,Doctor,266718.0,Married,Nova,Standard,2014.0,,High
6721,565841,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,57738.0,Married,Aurora,2018 Promotion,,,Medium
6815,810833,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,86388.0,Single,Nova,Standard,,,High
7100,372824,Canada,Quebec,Tremblant,H5Y 2S9,Female,High School or Below,72217.0,Married,Nova,Standard,,,High
7112,163615,Canada,Quebec,Montreal,H2Y 2W2,Female,Master,126642.0,Married,Nova,Standard,,,High
7280,252563,Canada,Ontario,Trenton,K8V 4B2,Male,Doctor,247960.0,Married,Nova,Standard,2017.0,,High
7563,117725,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,80107.0,Married,Nova,Standard,2014.0,,High
8242,426990,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,57240.0,Married,Nova,Standard,,,Medium
9035,376630,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,54417.0,Single,Nova,Standard,2017.0,,Medium
9782,424812,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,104990.0,Divorced,Nova,Standard,,,High
10022,604436,Canada,Newfoundland,St. John's,A1C 6H9,Male,Master,117771.0,Single,Star,Standard,,,High
10528,123702,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,64588.0,Single,Star,Standard,,,Medium
10573,327320,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,69210.0,Married,Star,Standard,,,Medium
10759,119135,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,67862.0,Divorced,Star,Standard,,,Medium
11168,327972,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,88055.0,Married,Star,Standard,,,High
11236,699220,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,53906.0,Married,Star,Standard,2014.0,,Medium
11359,572265,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,49996.0,Married,Star,Standard,,,Low
11518,865759,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,89899.0,Married,Star,Standard,,,High
11591,340492,Canada,Ontario,Kingston,M9K 2P4,Male,Doctor,258562.0,Divorced,Star,Standard,2016.0,,High
11696,129171,Canada,Newfoundland,St. John's,A1C 6H9,Male,Master,82940.0,Married,Star,Standard,,8.0,High
11737,334329,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,58725.0,Married,Star,Standard,,,Medium
11834,805431,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,99444.0,Married,Star,Standard,,,High
12039,339800,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,97230.0,Single,Star,Standard,2017.0,,High
12287,788759,Canada,Quebec,Tremblant,H5Y 2S9,Male,High School or Below,62283.0,Married,Star,Standard,,,Medium
12763,496387,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,61832.0,Married,Star,Standard,,,Medium
13310,105921,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,77255.0,Married,Star,Standard,,,High
13320,641159,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,57258.0,Single,Star,Standard,,,Medium
13648,754436,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,78470.0,Married,Star,Standard,,,High
13961,955649,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,67709.0,Divorced,Star,Standard,,,Medium
14018,672391,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,66523.0,Married,Star,Standard,,,Medium
14195,958931,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,90876.0,Married,Star,Standard,,,High
15046,885480,Canada,British Columbia,Whistler,V6T 1Y8,Male,Doctor,79684.0,Married,Star,Standard,,,High
15301,407433,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,82547.0,Married,Star,Standard,,1.0,High
